Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Toyota Corolla,2017,9.24,21.28,138021,Petrol,Dealer,Manual,3
Mahindra Scorpio,2006,1.08,2.63,145689,Petrol,Dealer,Automatic,1
Toyota Fortuner,2014,19.48,32.36,92381,Petrol,Dealer,Manual,0
Kia Seltos,2018,20.3,34.82,126764,CNG,Dealer,Automatic,1
Honda City,2012,10.86,27.87,100739,Diesel,Dealer,Automatic,0
Skoda Rapid,2022,26.15,32.26,16596,CNG,Individual,Manual,2
Volkswagen Polo,2015,2.59,5.13,60598,CNG,Dealer,Manual,1
Mahindra XUV500,2005,10.36,32.17,152278,Diesel,Individual,Automatic,1
Maruti Baleno,2008,2.27,5.29,31819,Diesel,Individual,Manual,2
Kia Seltos,2011,5.81,21.75,157254,Petrol,Individual,Automatic,0
Skoda Rapid,2016,6.21,14.05,209428,Diesel,Dealer,Automatic,3
Ford EcoSport,2018,14.48,23.05,48147,Petrol,Individual,Automatic,1
Maruti Baleno,2018,20.79,28.57,229895,Diesel,Dealer,Manual,0
Renault Kwid,2021,17.35,26.25,47923,Petrol,Dealer,Manual,0
Maruti Baleno,2010,6.91,25.81,38529,CNG,Individual,Automatic,0
Hyundai i20,2015,5.5,14.99,25323,CNG,Individual,Automatic,2
Renault Kwid,2012,2.3,4.08,13711,Petrol,Individual,Automatic,2
Hyundai Verna,2007,4.93,12.37,29918,Petrol,Dealer,Manual,1
Hyundai i20,2005,3.98,11.06,113886,Diesel,Dealer,Automatic,0
Mahindra XUV500,2014,7.66,20.55,99655,Diesel,Individual,Manual,1
Kia Seltos,2013,11.0,23.6,234300,Petrol,Dealer,Manual,0
Tata Nexon,2020,12.91,20.85,171762,CNG,Dealer,Automatic,0
Skoda Rapid,2005,4.94,20.29,50667,Diesel,Dealer,Manual,3
Mahindra XUV500,2013,9.2,23.41,242263,Diesel,Dealer,Manual,3
Honda City,2018,12.76,29.58,8679,Diesel,Dealer,Manual,2
Ford EcoSport,2008,7.33,17.73,198295,CNG,Individual,Manual,0
Renault Kwid,2017,12.39,20.57,100711,Petrol,Individual,Manual,3
Kia Seltos,2019,12.57,22.79,126327,Petrol,Dealer,Automatic,0
Toyota Fortuner,2005,4.22,11.46,67157,Petrol,Dealer,Manual,0
Honda City,2010,2.33,5.42,9960,Diesel,Individual,Manual,2
Ford EcoSport,2023,3.63,5.72,61387,CNG,Individual,Manual,0
Tata Nexon,2010,6.2,14.15,78839,Petrol,Dealer,Automatic,3
Tata Nexon,2023,19.7,29.5,207259,Diesel,Dealer,Automatic,3
Maruti Baleno,2017,11.09,22.93,113352,Diesel,Individual,Manual,1
Ford EcoSport,2013,1.79,2.99,51105,Petrol,Individual,Automatic,3
Maruti Swift,2014,5.85,12.15,98034,Diesel,Individual,Automatic,3
Mahindra Scorpio,2022,26.77,33.07,43294,Diesel,Individual,Manual,2
Skoda Rapid,2020,14.19,18.64,165230,Diesel,Individual,Automatic,0
Ford EcoSport,2013,14.82,30.3,141666,Petrol,Dealer,Manual,1
Kia Seltos,2011,7.88,25.71,22675,CNG,Dealer,Manual,0
Renault Kwid,2010,7.78,17.5,191737,CNG,Dealer,Manual,1
Mahindra Scorpio,2017,9.95,30.18,136515,CNG,Dealer,Automatic,3
Kia Seltos,2014,15.07,25.17,161270,Petrol,Dealer,Automatic,3
Hyundai i20,2008,7.06,27.46,218573,CNG,Dealer,Manual,1
Hyundai Verna,2021,22.52,28.39,10445,Petrol,Dealer,Manual,3
Honda City,2016,10.57,19.82,155466,Petrol,Dealer,Automatic,3
Hyundai Verna,2012,9.41,20.17,143542,Diesel,Dealer,Automatic,1
Toyota Corolla,2005,10.22,31.47,8338,Diesel,Individual,Manual,1
Maruti Swift,2021,7.22,10.07,164876,CNG,Individual,Automatic,1
Volkswagen Polo,2015,10.47,23.81,112761,Petrol,Dealer,Automatic,3
Toyota Fortuner,2014,14.4,33.73,236793,Petrol,Individual,Automatic,2
Volkswagen Polo,2013,1.77,4.08,128649,Diesel,Dealer,Manual,1
Maruti Swift,2005,6.99,23.15,152435,CNG,Dealer,Automatic,2
Maruti Baleno,2009,6.55,20.38,53581,Diesel,Individual,Manual,1
Toyota Corolla,2007,6.64,29.08,29016,CNG,Dealer,Automatic,0
Mahindra Scorpio,2011,7.04,16.47,90015,Diesel,Dealer,Manual,0
Renault Kwid,2019,11.94,28.33,74767,Petrol,Individual,Manual,0
Hyundai Verna,2021,8.8,24.17,50704,Diesel,Individual,Manual,0
Tata Nexon,2005,7.95,28.87,224182,CNG,Individual,Automatic,3
Kia Seltos,2016,13.1,19.75,122935,CNG,Individual,Manual,1
Honda City,2008,5.45,21.78,90615,Diesel,Dealer,Manual,0
Honda City,2023,6.03,14.39,38717,Petrol,Individual,Manual,0
Tata Nexon,2023,1.41,2.77,47607,Diesel,Individual,Manual,2
Honda City,2017,15.4,22.94,150762,Petrol,Dealer,Automatic,3
Toyota Corolla,2015,5.01,15.29,192973,CNG,Dealer,Manual,1
Maruti Baleno,2020,1.52,3.84,142687,CNG,Individual,Automatic,3
Toyota Fortuner,2016,4.66,13.05,236436,Diesel,Dealer,Manual,1
Ford EcoSport,2022,8.74,16.78,119300,Diesel,Dealer,Manual,1
Skoda Rapid,2019,5.92,12.04,11574,Diesel,Dealer,Automatic,3
Ford EcoSport,2012,2.27,6.28,84062,Petrol,Dealer,Manual,2
Toyota Fortuner,2020,11.35,27.26,30298,CNG,Individual,Manual,0
Ford EcoSport,2022,5.03,12.22,150476,CNG,Dealer,Automatic,2
Toyota Corolla,2013,19.41,34.22,86455,Petrol,Dealer,Automatic,1
Toyota Fortuner,2010,12.99,29.24,110789,Petrol,Individual,Automatic,0
Maruti Swift,2008,9.58,29.07,94342,Diesel,Dealer,Manual,1
Maruti Baleno,2020,19.66,33.31,107840,Petrol,Dealer,Automatic,1
Volkswagen Polo,2008,1.16,2.87,193564,CNG,Dealer,Automatic,3
Skoda Rapid,2006,6.9,26.15,5528,CNG,Dealer,Automatic,3
Skoda Rapid,2005,3.56,14.14,118843,Petrol,Dealer,Automatic,2
Honda City,2017,18.33,25.94,27161,CNG,Individual,Automatic,1
Mahindra XUV500,2021,25.08,34.25,91130,CNG,Individual,Automatic,1
Hyundai Verna,2019,13.55,27.27,172466,CNG,Dealer,Automatic,0
Renault Kwid,2010,5.98,12.25,142837,CNG,Individual,Automatic,0
Tata Nexon,2007,1.08,3.92,39986,CNG,Individual,Automatic,0
Maruti Baleno,2020,6.8,15.42,96594,Diesel,Individual,Manual,2
Kia Seltos,2013,9.79,29.57,239347,Diesel,Individual,Automatic,0
Volkswagen Polo,2023,15.61,20.04,37596,CNG,Individual,Manual,1
Volkswagen Polo,2020,8.81,22.88,113585,CNG,Individual,Manual,3
Honda City,2016,7.86,24.95,108533,CNG,Individual,Manual,3
Honda City,2013,11.86,21.08,103112,CNG,Individual,Manual,3
Renault Kwid,2017,10.35,17.25,51022,Petrol,Dealer,Automatic,0
Honda City,2011,0.92,2.27,160546,Diesel,Dealer,Automatic,3
Toyota Fortuner,2014,2.26,7.95,108170,CNG,Dealer,Manual,1
Toyota Corolla,2021,13.43,19.65,164028,CNG,Individual,Automatic,0
Toyota Fortuner,2021,2.52,3.96,125454,Petrol,Individual,Manual,0
Maruti Swift,2010,11.84,29.53,127694,Petrol,Individual,Manual,1
Hyundai i20,2017,16.22,33.32,113500,CNG,Dealer,Automatic,3
Hyundai Verna,2009,14.43,29.16,122734,CNG,Dealer,Manual,2
Hyundai i20,2009,6.67,24.98,71299,Diesel,Individual,Automatic,3
Hyundai i20,2018,2.4,4.29,70363,Petrol,Dealer,Automatic,0
Hyundai Verna,2018,5.93,12.52,246443,Diesel,Individual,Automatic,2
Volkswagen Polo,2014,4.46,14.55,245660,CNG,Dealer,Manual,2
Hyundai Verna,2008,10.36,26.28,75979,Diesel,Individual,Manual,0
Toyota Fortuner,2008,4.39,11.32,178292,CNG,Individual,Automatic,0
Maruti Swift,2005,2.27,8.83,182381,CNG,Individual,Manual,3
Hyundai Verna,2013,6.79,14.33,206081,CNG,Dealer,Automatic,3
Mahindra Scorpio,2020,17.18,31.68,155870,CNG,Dealer,Automatic,2
Toyota Fortuner,2012,12.03,23.04,191131,CNG,Dealer,Manual,1
Skoda Rapid,2009,8.28,21.27,84233,CNG,Dealer,Automatic,0
Toyota Fortuner,2022,15.36,33.37,33525,Petrol,Dealer,Automatic,1
Mahindra XUV500,2022,2.07,3.3,215882,Petrol,Individual,Manual,2
Hyundai i20,2022,16.97,25.04,236632,Petrol,Dealer,Automatic,1
Skoda Rapid,2021,7.26,9.18,122363,Diesel,Dealer,Automatic,2
Volkswagen Polo,2017,18.97,31.4,181283,Diesel,Dealer,Manual,0
Renault Kwid,2017,5.52,9.5,209874,Petrol,Dealer,Manual,0
Maruti Baleno,2011,1.52,4.35,74852,CNG,Individual,Automatic,2
Ford EcoSport,2022,2.07,3.46,28940,CNG,Dealer,Automatic,1
Mahindra Scorpio,2023,4.89,5.82,161610,CNG,Individual,Automatic,1
Toyota Corolla,2005,2.0,5.53,239589,Diesel,Dealer,Automatic,0
Maruti Swift,2012,7.74,21.21,163987,Petrol,Individual,Automatic,2
Maruti Swift,2008,4.57,18.37,74306,CNG,Individual,Manual,2
Honda City,2016,5.81,14.54,84509,Diesel,Individual,Manual,0
Maruti Baleno,2020,10.78,20.07,198320,CNG,Dealer,Manual,1
Hyundai i20,2008,3.66,13.74,217519,Petrol,Individual,Automatic,3
Ford EcoSport,2021,13.19,25.36,163422,Diesel,Individual,Automatic,0
Hyundai Verna,2015,4.67,15.15,38800,CNG,Individual,Manual,1
Maruti Swift,2013,14.18,27.54,208569,CNG,Individual,Automatic,2
Mahindra Scorpio,2017,6.6,10.13,118435,CNG,Dealer,Manual,0
Renault Kwid,2010,1.88,7.45,206495,CNG,Individual,Manual,1
Skoda Rapid,2017,9.76,14.77,86311,CNG,Dealer,Automatic,3
Kia Seltos,2008,5.61,14.72,166554,Petrol,Individual,Manual,1
Honda City,2014,4.8,8.56,57482,Diesel,Dealer,Automatic,2
Honda City,2021,13.3,24.04,104265,CNG,Individual,Automatic,0
Toyota Fortuner,2021,15.13,34.58,124004,Petrol,Dealer,Manual,0
Volkswagen Polo,2020,4.13,9.42,175100,Diesel,Dealer,Automatic,0
Tata Nexon,2007,5.96,28.97,116688,Diesel,Individual,Manual,2
Honda City,2021,19.13,26.57,144180,CNG,Dealer,Automatic,1
Hyundai i20,2010,8.9,25.04,59604,CNG,Individual,Automatic,0
Maruti Swift,2019,10.53,18.94,94882,CNG,Individual,Automatic,2
Toyota Fortuner,2008,3.48,12.33,193691,Petrol,Dealer,Automatic,1
Hyundai i20,2019,7.43,14.64,47903,Petrol,Dealer,Automatic,2
Maruti Swift,2018,6.03,16.09,74634,CNG,Individual,Automatic,3
Hyundai Verna,2012,4.52,8.82,174350,Petrol,Individual,Automatic,3
Hyundai i20,2018,4.28,7.7,37813,Petrol,Individual,Automatic,3
Honda City,2013,6.4,23.37,13831,Diesel,Dealer,Automatic,0
Hyundai i20,2008,1.45,4.43,109216,CNG,Individual,Automatic,0
Volkswagen Polo,2020,15.67,26.29,137717,Petrol,Individual,Automatic,3
Mahindra Scorpio,2010,2.04,6.32,216811,CNG,Dealer,Manual,3
Toyota Fortuner,2010,5.2,16.14,104919,CNG,Dealer,Manual,0
Tata Nexon,2012,7.49,16.03,18515,CNG,Dealer,Manual,3
Hyundai i20,2018,7.19,12.12,119380,Petrol,Dealer,Automatic,0
Maruti Swift,2007,5.98,27.73,60746,Diesel,Individual,Manual,1
Renault Kwid,2020,18.01,23.12,225084,Petrol,Dealer,Manual,0
Honda City,2019,23.68,31.19,82066,CNG,Individual,Automatic,0
Kia Seltos,2012,12.93,27.28,245746,Diesel,Dealer,Manual,2
Maruti Baleno,2022,10.81,19.74,186350,Petrol,Individual,Manual,3
Mahindra Scorpio,2013,12.2,24.96,94196,Petrol,Individual,Automatic,3
Hyundai Verna,2012,8.23,18.57,233624,Petrol,Dealer,Automatic,0
Toyota Corolla,2013,7.72,18.96,130093,Petrol,Individual,Manual,0
Honda City,2005,7.37,27.9,214047,Diesel,Individual,Manual,3
Hyundai i20,2011,10.09,22.63,237131,Diesel,Dealer,Manual,3
Honda City,2012,2.12,4.75,5639,Diesel,Dealer,Manual,2
Mahindra XUV500,2008,3.67,11.06,112598,Petrol,Individual,Manual,1
Hyundai i20,2023,26.17,34.34,115002,Diesel,Individual,Automatic,0
Hyundai Verna,2019,11.4,31.55,135752,Petrol,Individual,Automatic,0
Volkswagen Polo,2005,10.0,28.05,211824,Diesel,Individual,Automatic,3
Renault Kwid,2018,7.75,11.7,169340,CNG,Individual,Automatic,0
Toyota Fortuner,2023,1.65,2.22,75726,Petrol,Individual,Automatic,0
Tata Nexon,2019,16.04,33.34,130076,Diesel,Individual,Automatic,2
Renault Kwid,2009,12.33,30.02,237352,Petrol,Individual,Automatic,1
Volkswagen Polo,2009,6.95,16.12,166287,CNG,Dealer,Manual,3
Maruti Baleno,2022,15.54,25.5,34605,Diesel,Individual,Automatic,0
Mahindra Scorpio,2015,10.97,25.78,222245,Petrol,Individual,Automatic,1
Kia Seltos,2020,1.64,3.81,226775,Petrol,Individual,Manual,3
Hyundai Verna,2020,17.27,25.66,185557,Diesel,Dealer,Automatic,1
Honda City,2013,3.64,9.27,121072,Petrol,Dealer,Automatic,0
Toyota Fortuner,2016,6.21,20.43,226368,Diesel,Dealer,Automatic,0
Tata Nexon,2021,4.91,6.21,90447,CNG,Individual,Manual,1
Maruti Swift,2016,4.59,9.0,9090,CNG,Individual,Automatic,3
Mahindra XUV500,2012,7.66,19.22,177472,Diesel,Dealer,Manual,3
Maruti Baleno,2005,10.79,29.56,118566,Petrol,Dealer,Manual,3
Maruti Swift,2019,18.42,27.97,111968,Petrol,Individual,Manual,3
Toyota Corolla,2016,1.76,3.78,150335,Petrol,Individual,Automatic,2
Volkswagen Polo,2006,5.78,18.88,107785,Petrol,Dealer,Automatic,1
Renault Kwid,2014,4.19,7.48,210523,CNG,Individual,Automatic,0
Maruti Baleno,2023,8.31,21.41,52024,CNG,Individual,Automatic,1
Skoda Rapid,2017,7.46,21.79,94025,Petrol,Individual,Manual,1
Mahindra Scorpio,2006,9.69,32.77,139760,Petrol,Dealer,Automatic,1
Tata Nexon,2023,11.63,13.68,237275,CNG,Individual,Automatic,2
Renault Kwid,2020,6.58,9.26,130614,Diesel,Dealer,Automatic,3
Toyota Fortuner,2007,5.1,12.73,181169,CNG,Dealer,Automatic,3
Toyota Fortuner,2022,7.54,16.37,14404,CNG,Dealer,Automatic,3
Renault Kwid,2023,12.66,30.57,26832,Diesel,Dealer,Manual,3
Ford EcoSport,2015,13.11,25.22,50520,Diesel,Dealer,Automatic,2
Ford EcoSport,2010,3.89,16.17,231413,Diesel,Individual,Automatic,2
Skoda Rapid,2012,1.3,2.4,223874,CNG,Individual,Manual,0
Maruti Swift,2021,26.35,34.19,115188,Petrol,Individual,Automatic,2
Mahindra XUV500,2017,2.3,5.29,89156,Petrol,Individual,Manual,2
Renault Kwid,2012,8.07,17.49,115893,Petrol,Dealer,Manual,3
Hyundai i20,2020,18.19,31.2,93242,Petrol,Dealer,Manual,3
Maruti Baleno,2017,3.43,8.2,147645,Diesel,Dealer,Manual,0
Toyota Corolla,2022,7.56,9.59,11862,Petrol,Dealer,Automatic,1
Toyota Fortuner,2006,10.47,31.7,190846,CNG,Dealer,Manual,1
Mahindra XUV500,2008,12.34,34.44,122174,CNG,Individual,Automatic,2
Toyota Fortuner,2005,8.92,31.99,237783,Petrol,Individual,Manual,3
Ford EcoSport,2018,1.08,2.56,12248,Diesel,Individual,Manual,1
Volkswagen Polo,2011,2.64,7.33,204803,Petrol,Dealer,Automatic,3
Hyundai Verna,2021,7.73,11.99,191851,Petrol,Individual,Automatic,2
Hyundai Verna,2019,5.7,10.62,6128,CNG,Dealer,Automatic,0
Hyundai i20,2023,5.37,11.4,44950,CNG,Dealer,Automatic,1
Ford EcoSport,2010,15.8,32.23,236700,CNG,Individual,Manual,3
Renault Kwid,2015,1.31,4.41,91540,Diesel,Individual,Automatic,1
Toyota Corolla,2011,2.21,8.63,79935,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2018,14.57,20.72,107231,CNG,Individual,Manual,1
Renault Kwid,2016,7.12,14.21,216731,Diesel,Individual,Automatic,1
Ford EcoSport,2008,3.96,17.85,15534,CNG,Dealer,Automatic,3
Hyundai Verna,2020,5.28,9.56,175895,CNG,Dealer,Manual,0
Mahindra XUV500,2011,13.19,29.33,20954,Diesel,Dealer,Automatic,2
Renault Kwid,2005,3.37,16.7,71567,Diesel,Dealer,Automatic,3
Skoda Rapid,2017,5.88,10.0,27222,CNG,Dealer,Manual,1
Ford EcoSport,2012,6.21,16.51,247290,CNG,Individual,Automatic,0
Hyundai Verna,2011,6.84,18.33,52922,CNG,Individual,Automatic,2
Toyota Corolla,2022,1.61,2.71,5064,Diesel,Individual,Automatic,3
Volkswagen Polo,2023,5.4,10.08,8889,CNG,Dealer,Manual,3
Mahindra Scorpio,2020,2.65,7.27,192560,CNG,Individual,Manual,2
Hyundai Verna,2021,10.45,12.93,19407,CNG,Individual,Automatic,0
Honda City,2010,7.97,18.58,228059,Petrol,Dealer,Automatic,2
Skoda Rapid,2009,14.03,33.85,96820,Diesel,Dealer,Manual,1
Honda City,2022,5.71,8.39,151539,Petrol,Dealer,Automatic,2
Skoda Rapid,2010,16.07,33.97,195891,CNG,Dealer,Automatic,3
Renault Kwid,2011,9.32,20.02,81700,CNG,Individual,Manual,3
Mahindra Scorpio,2013,4.22,7.28,148268,CNG,Dealer,Manual,3
Ford EcoSport,2005,5.68,32.56,174259,Diesel,Individual,Automatic,0
Hyundai Verna,2018,16.61,30.82,79474,Petrol,Individual,Manual,2
Toyota Fortuner,2005,7.77,32.56,183530,CNG,Dealer,Manual,1
Toyota Corolla,2014,12.42,27.71,173377,Petrol,Dealer,Manual,3
Kia Seltos,2021,24.04,29.4,221576,Diesel,Individual,Automatic,1
Kia Seltos,2021,14.92,26.71,168224,Petrol,Dealer,Manual,3
Tata Nexon,2018,3.81,6.74,152722,CNG,Individual,Manual,0
Mahindra XUV500,2006,7.03,29.09,182398,Petrol,Individual,Automatic,1
Renault Kwid,2015,16.06,29.08,91978,Diesel,Individual,Automatic,1
Renault Kwid,2022,2.96,3.54,50406,CNG,Dealer,Automatic,3
Ford EcoSport,2021,18.68,33.46,77240,Petrol,Individual,Automatic,2
Toyota Fortuner,2016,1.86,4.65,27560,CNG,Dealer,Automatic,0
Mahindra XUV500,2020,1.34,2.94,96257,CNG,Individual,Automatic,0
Maruti Baleno,2022,10.04,25.5,30465,Petrol,Individual,Automatic,1
Tata Nexon,2019,22.74,32.26,208789,Diesel,Individual,Automatic,2
Ford EcoSport,2013,2.3,6.69,103297,Petrol,Individual,Automatic,3
Renault Kwid,2018,11.7,18.24,218871,Petrol,Dealer,Automatic,2
Toyota Fortuner,2007,7.92,22.55,218877,Diesel,Individual,Automatic,1
Maruti Baleno,2023,20.34,33.6,132463,Petrol,Dealer,Automatic,1
Mahindra XUV500,2018,7.31,13.16,147735,Petrol,Individual,Manual,0
Volkswagen Polo,2019,3.53,6.33,81586,CNG,Dealer,Automatic,1
Skoda Rapid,2023,16.55,27.64,37400,CNG,Individual,Automatic,3
Kia Seltos,2019,4.89,8.41,105989,Petrol,Dealer,Manual,3
Volkswagen Polo,2009,4.31,18.41,76540,Diesel,Dealer,Automatic,3
Skoda Rapid,2023,8.69,18.68,22175,Petrol,Individual,Automatic,0
Ford EcoSport,2021,13.07,34.11,165094,Diesel,Dealer,Automatic,1
Toyota Corolla,2019,14.22,30.54,149358,Petrol,Dealer,Manual,3
Honda City,2008,7.17,20.28,182691,Diesel,Dealer,Manual,3
Hyundai Verna,2011,5.6,16.79,59499,Diesel,Individual,Manual,0
Renault Kwid,2015,9.65,29.95,201355,Petrol,Individual,Automatic,2
Volkswagen Polo,2018,8.56,17.57,235561,Diesel,Individual,Automatic,3
Ford EcoSport,2015,2.82,6.76,72471,Diesel,Individual,Manual,3
Renault Kwid,2012,4.39,10.75,173902,CNG,Dealer,Automatic,1
Hyundai i20,2022,16.55,21.81,17210,Petrol,Dealer,Manual,1
Mahindra Scorpio,2018,5.18,10.31,90404,Diesel,Dealer,Manual,0
Mahindra XUV500,2018,1.28,2.68,102095,CNG,Individual,Automatic,2
Toyota Fortuner,2012,6.33,13.9,151246,CNG,Individual,Automatic,1
Skoda Rapid,2023,3.66,8.88,174269,CNG,Individual,Manual,1
Mahindra Scorpio,2020,7.34,13.73,211994,Petrol,Dealer,Manual,0
Volkswagen Polo,2021,15.32,30.01,52289,Diesel,Individual,Automatic,0
Hyundai i20,2023,1.08,2.3,188951,Petrol,Dealer,Automatic,2
Renault Kwid,2017,5.63,17.26,25758,CNG,Individual,Manual,3
Mahindra Scorpio,2013,7.04,12.49,157635,Petrol,Individual,Manual,0
Renault Kwid,2020,2.09,4.22,173958,CNG,Dealer,Automatic,0
Hyundai Verna,2019,16.49,23.35,203208,Petrol,Individual,Manual,3
Hyundai i20,2012,8.45,21.77,5026,Diesel,Individual,Manual,0
Maruti Baleno,2007,4.38,21.22,103315,CNG,Dealer,Automatic,0
Renault Kwid,2010,9.93,30.16,102169,Petrol,Individual,Automatic,3
Toyota Corolla,2023,23.07,33.67,95998,Petrol,Individual,Automatic,3
Renault Kwid,2021,17.69,27.32,171272,Diesel,Dealer,Manual,2
Skoda Rapid,2023,3.27,7.26,115078,Diesel,Individual,Manual,1
Hyundai i20,2011,1.49,4.41,94590,CNG,Individual,Automatic,0
Toyota Corolla,2012,19.34,33.62,41025,CNG,Individual,Automatic,0
Skoda Rapid,2013,7.64,19.95,242439,Diesel,Individual,Automatic,1
Toyota Fortuner,2010,4.3,8.34,97643,Petrol,Individual,Automatic,2
Hyundai i20,2016,3.99,6.2,240603,CNG,Dealer,Automatic,2
Maruti Baleno,2021,18.8,24.37,212140,Diesel,Individual,Manual,0
Tata Nexon,2019,2.96,6.6,154765,CNG,Dealer,Manual,1
Ford EcoSport,2017,8.5,25.11,49763,Diesel,Individual,Automatic,1
Hyundai i20,2017,4.26,8.95,238352,Diesel,Dealer,Manual,1
Mahindra XUV500,2015,12.53,23.41,143573,Diesel,Dealer,Automatic,3
Maruti Baleno,2023,3.84,6.62,39404,Petrol,Dealer,Automatic,3
Ford EcoSport,2008,9.09,32.07,135577,Petrol,Dealer,Automatic,1
Maruti Baleno,2020,1.62,2.78,6286,Diesel,Dealer,Automatic,1
Toyota Corolla,2022,14.71,21.11,187702,CNG,Dealer,Automatic,0
Hyundai Verna,2013,15.06,32.76,174246,Petrol,Individual,Manual,2
Maruti Baleno,2005,5.65,17.68,216087,Diesel,Individual,Automatic,1
Renault Kwid,2023,9.3,17.14,52940,CNG,Individual,Manual,2
Toyota Fortuner,2011,8.59,18.39,172022,CNG,Individual,Automatic,1
Volkswagen Polo,2014,8.58,26.1,106069,Diesel,Individual,Manual,2
Kia Seltos,2013,4.58,15.64,207694,Petrol,Dealer,Automatic,0
Kia Seltos,2015,9.63,26.7,226275,CNG,Dealer,Automatic,3
Tata Nexon,2010,8.86,17.71,6082,Petrol,Dealer,Automatic,1
Maruti Baleno,2006,7.03,17.05,175608,Petrol,Individual,Automatic,3
Maruti Baleno,2014,3.51,6.23,131298,Diesel,Individual,Manual,0
Toyota Fortuner,2018,10.4,14.23,185697,Diesel,Dealer,Manual,0
Mahindra XUV500,2009,7.43,29.48,118005,Diesel,Dealer,Manual,3
Toyota Fortuner,2011,3.65,11.48,226413,Diesel,Individual,Manual,1
Maruti Swift,2018,20.23,33.36,229131,CNG,Dealer,Automatic,1
Skoda Rapid,2014,6.35,18.8,8145,Diesel,Dealer,Automatic,1
Kia Seltos,2012,8.67,19.31,50344,CNG,Dealer,Automatic,0
Honda City,2015,13.31,28.35,8512,CNG,Dealer,Automatic,3
Ford EcoSport,2021,5.96,8.44,248389,CNG,Individual,Manual,1
Tata Nexon,2012,5.51,21.13,85171,CNG,Individual,Manual,0
Mahindra Scorpio,2014,11.14,22.0,114513,Petrol,Individual,Manual,0
Ford EcoSport,2018,9.14,18.45,72156,Petrol,Individual,Automatic,0
Volkswagen Polo,2017,4.7,10.32,88323,CNG,Dealer,Manual,0
Toyota Fortuner,2006,5.0,21.71,219776,Diesel,Dealer,Manual,2
Toyota Fortuner,2020,1.2,2.19,238614,Petrol,Individual,Automatic,0
Volkswagen Polo,2006,6.28,18.58,209418,Petrol,Dealer,Manual,0
Hyundai Verna,2018,6.28,9.66,99266,Petrol,Individual,Automatic,0
Kia Seltos,2009,8.42,25.34,156168,Petrol,Individual,Manual,1
Volkswagen Polo,2018,8.91,25.07,83229,Diesel,Dealer,Automatic,3
Honda City,2019,16.17,34.55,31465,CNG,Individual,Manual,3
Tata Nexon,2006,10.38,27.63,60178,Diesel,Dealer,Manual,2
Hyundai i20,2015,10.31,22.97,79974,Petrol,Dealer,Automatic,3
Toyota Corolla,2008,1.3,3.82,209739,Diesel,Dealer,Automatic,1
Mahindra XUV500,2013,10.89,32.52,134576,Diesel,Dealer,Manual,1
Toyota Fortuner,2007,11.37,33.74,11641,Diesel,Individual,Automatic,0
Honda City,2010,11.36,23.48,120123,Diesel,Individual,Manual,3
Toyota Fortuner,2009,2.99,6.25,128795,CNG,Dealer,Automatic,1
Skoda Rapid,2022,9.28,18.28,125333,Petrol,Dealer,Automatic,0
Maruti Swift,2009,12.22,25.39,141031,CNG,Dealer,Automatic,1
Hyundai i20,2016,2.11,5.57,140184,Diesel,Individual,Manual,0
Kia Seltos,2017,16.57,23.31,246207,Diesel,Individual,Automatic,3
Tata Nexon,2016,13.56,26.56,105932,Petrol,Dealer,Manual,0
Toyota Corolla,2018,16.19,32.76,109946,Diesel,Dealer,Manual,3
Hyundai Verna,2007,6.45,24.92,17818,Petrol,Individual,Manual,1
Honda City,2006,6.9,29.54,46205,Petrol,Dealer,Manual,1
Toyota Corolla,2011,5.98,12.31,176735,CNG,Dealer,Automatic,2
Kia Seltos,2010,3.29,11.9,154800,CNG,Individual,Manual,0
Maruti Baleno,2015,8.45,16.31,67651,Petrol,Dealer,Automatic,1
Toyota Fortuner,2022,2.84,3.99,39555,Diesel,Individual,Automatic,2
Volkswagen Polo,2022,1.79,2.33,8055,Petrol,Individual,Manual,1
Skoda Rapid,2005,4.56,21.04,107770,Petrol,Individual,Manual,2
Toyota Fortuner,2011,1.67,3.85,198755,Diesel,Individual,Automatic,0
Skoda Rapid,2013,6.68,12.26,20729,CNG,Dealer,Automatic,2
Renault Kwid,2007,12.28,31.89,245874,CNG,Dealer,Automatic,1
Toyota Corolla,2015,16.45,33.21,92680,CNG,Dealer,Automatic,1
Toyota Fortuner,2006,4.92,12.4,227450,Petrol,Individual,Automatic,2
Honda City,2022,17.27,21.04,106046,Diesel,Individual,Manual,0
Toyota Corolla,2021,18.43,24.06,164327,Diesel,Individual,Automatic,1
Volkswagen Polo,2018,9.38,20.79,209101,Diesel,Dealer,Manual,3
Mahindra Scorpio,2012,15.09,31.9,220838,CNG,Individual,Manual,0
Ford EcoSport,2023,17.67,22.28,163984,CNG,Individual,Manual,0
Maruti Baleno,2019,15.21,26.85,103980,CNG,Dealer,Automatic,2
Kia Seltos,2021,9.21,21.51,122374,CNG,Dealer,Manual,2
Hyundai i20,2007,8.79,24.3,194585,Petrol,Dealer,Automatic,1
Volkswagen Polo,2019,12.8,17.39,246300,CNG,Individual,Automatic,0
Honda City,2017,11.52,33.45,108473,CNG,Dealer,Automatic,3
Mahindra XUV500,2006,5.59,29.8,11734,Petrol,Dealer,Automatic,2
